1	103525
2	97674
3	80064
4	57601
5	123259
6	50683
7	38984
8	62628
9	64372
10	112256
11	68309
12	128334
13	135025
14	97682
15	48565
16	29815
17	108621
18	84109
19	25737
20	68253
21	103496
22	116622
23	125683
24	83912
25	137720
26	78024
27	91302
28	62834
29	126653
30	116427
31	55567
32	139946
33	31464
34	114335
35	74606
36	80786
37	86669
38	109895
39	43395
40	68936
41	135165
42	60516
43	34839
44	55566
45	102417
46	78226
47	93014
48	101258
49	121879
50	90053
51	116269
52	132603
53	149091
54	119949
55	128225
56	33708
57	114453
58	38849
59	57147
60	64556
61	100807
62	76113
63	69364
64	112712
65	144369
66	57672
67	137292
68	116257
69	135945
70	67533
71	118904
72	67455
73	105827
74	123657
75	145008
76	127162
77	66104
78	103248
79	96321
80	144812
81	139538
82	37680
83	142348
84	52880
85	110200
86	35638
87	93354
88	51739
89	137136
90	109017
91	149786
92	104027
93	68244
94	52101
95	107999
96	75371
97	114299
98	115326
99	139712
100	89455
101	60276
102	29336
103	64151
104	134783
105	80364
106	26718
107	102985
108	102564
109	36930
110	30906
111	87984
112	115008
113	27775
114	106680
115	61964
116	92300
117	36309
118	35940
119	64750
120	35952
121	141871
122	28335
123	143429
124	116761
125	121202
126	61629
127	113353
128	107820
129	73007
130	101451
131	145706
132	148657
133	139948
134	117574
135	148639
136	59170
137	46056
138	73060
139	141461
140	87833
141	135923
142	79205
143	137753
144	68165
145	95281
146	107187
147	55585
148	36865
149	80650
150	122554
151	35210
152	129037
153	38631
154	58007
155	79692
156	61300
157	47519
158	75035
159	45808
160	81083
161	115529
162	67341
163	99001
164	105900
165	62682
166	81792
167	81547
168	70166
169	27417
170	85239
171	74093
172	72020
173	138597
174	129289
175	106496
176	124357
177	50661
178	136189
179	119039
180	69295
181	147410
182	118267
183	149278
184	53113
185	113557
186	116713
187	37895
188	49139
189	132960
190	80215
191	112945
192	58770
193	111307
194	119281
195	111648
196	40485
197	110502
198	67789
199	85222
200	136515
201	118228
202	31612
203	43949
204	52072
205	135285
206	76499
207	36640
208	58514
209	124754
210	143532
211	85612
212	32418
213	45410
214	62246
215	97825
216	36115
217	53959
218	56518
219	136346
220	94629
221	142389
222	51996
223	127841
224	29137
225	104000
226	139171
227	135315
228	76706
229	36801
230	114203
231	56720
232	137645
233	119753
234	89615
235	86297
236	32275
237	32643
238	97655
239	88833
240	125537
241	67532
242	108894
243	111425
244	45861
245	124953
246	85775
247	118977
248	63290
249	113541
250	111033
251	105659
252	80414
253	59132
254	86355
255	72804
256	124729
257	133067
258	143314
259	131517
260	139250
261	85549
262	125464
263	84388
264	129156
265	44707
266	43924
267	80685
268	101258
269	138823
270	93184
271	33243
272	123360
273	72170
274	27063
275	139720
276	93992
277	93669
278	115258
279	93733
280	36297
281	83140
282	52422
283	64933
284	81477
285	117686
286	66882
287	100949
288	56161
289	107603
290	97660
291	100624
292	131054
293	95303
294	25545
295	124072
296	68959
297	50473
298	103892
299	57033
300	71242
301	109138
302	142412
303	99791
304	101102
305	33062
306	49210
307	101504
308	136832
309	106929
310	115967
311	135584
312	113245
313	82722
314	74699
315	145628
316	37778
317	33006
318	102793
319	116848
320	41432
321	90683
322	102438
323	27590
324	133786
325	46137
326	56654
327	75173
328	117957
329	29763
330	147787
331	115132
332	98592
333	105373
334	83255
335	73693
336	91007
337	117167
338	37100
339	142073
340	43858
341	101410
342	36392
343	144473
344	104918
345	27345
346	41615
347	68327
348	112662
349	80871
350	55222
351	94049
352	86233
353	36194
354	128732
355	118944
356	119198
357	147937
358	67546
359	82266
360	56118
361	81710
362	99707
363	90461
364	32238
365	29765
366	90666
367	130018
368	32153
369	32485
370	69920
371	59470
372	76278
373	64314
374	118356
375	99439
376	113835
377	81557
378	55891
379	61223
380	83651
381	82812
382	120239
383	35721
384	65678
385	53353
386	141985
387	140244
388	117019
389	80918
390	107493
391	33112
392	102266
393	55311
394	45370
395	146869
396	37161
397	133021
398	130753
399	123258
400	109566
401	52942
402	29422
403	95962
404	25011
405	140190
406	139172
407	117410
408	38447
409	88673
410	109402
411	96563
412	89784
413	110002
414	46800
415	81098
416	29836
417	61624
418	78937
419	146013
420	38854
421	144147
422	111803
423	46793
424	143754
425	79642
426	108678
427	63839
428	149020
429	103672
430	110090
431	39208
432	30439
433	34483
434	33931
435	100950
436	44804
437	138519
438	96233
439	148491
440	42579
441	121929
442	113763
443	111373
444	69128
445	66639
446	113732
447	86174
448	82160
449	72587
450	124881
451	53885
452	46096
453	103880
454	30382
455	26952
456	30686
457	97066
458	91887
459	117427
460	31950
461	127015
462	69985
463	107349
464	70116
465	58312
466	78012
467	25223
468	66424
469	51786
470	101607
471	72811
472	84272
473	116478
474	64462
475	117911
476	90646
477	71421
478	144933
479	136017
480	145070
481	43258
482	103319
483	29056
484	117453
485	136484
486	37517
487	32871
488	107214
489	52898
490	107360
491	64663
492	147512
493	26876
494	121118
495	68399
496	121088
497	72140
498	62728
499	80744
500	99575
501	131909
502	124282
503	47865
504	64307
505	85507
506	72393
507	106443
508	122535
509	94119
510	26369
511	147396
512	85273
513	33771
514	83732
515	89966
516	142291
517	112859
518	28404
519	55571
520	30260
521	70292
522	69090
523	111055
524	116113
525	110155
526	135596
527	146868
528	89989
529	144579
530	68722
531	119940
532	133681
533	146610
534	123152
535	84267
536	53233
537	127580
538	53466
539	57840
540	109436
541	144814
542	148455
543	126648
544	91557
545	31350
546	141887
547	127650
548	104748
549	111581
550	121613
551	111070
552	32647
553	73042
554	86605
555	111665
556	123331
557	42490
558	63245
559	29593
560	82722
561	75588
562	110392
563	109798
564	50146
565	94914
566	130745
567	146652
568	121701
569	87505
570	134034
571	89962
572	78448
573	125408
574	130764
575	76266
576	137832
577	86973
578	49017
579	32087
580	95254
581	48931
582	122243
583	75471
584	112321
585	139993
586	34762
587	66280
588	128484
589	40833
590	59635
591	71614
592	65461
593	90766
594	52697
595	132907
596	87735
597	42318
598	117764
599	142237
600	142577
601	70354
602	32636
603	80347
604	148658
605	138505
606	52417
607	92226
608	57803
609	40801
610	69620
611	69396
612	86593
613	76385
614	51208
615	146200
616	28818
617	41024
618	70533
619	146775
620	67268
621	42052
622	146383
623	67522
624	149526
625	108240
626	133019
627	146136
628	50861
629	46762
630	101913
631	127152
632	119096
633	86474
634	47360
635	86941
636	39344
637	46249
638	144363
639	69792
640	111196
641	43143
642	29988
643	105808
644	63882
645	46295
646	135652
647	25298
648	68955
649	61829
650	130866
651	90867
652	91232
653	101474
654	48870
655	45109
656	97321
657	101797
658	145476
659	103761
660	103875
661	118954
662	87901
663	128620
664	79825
665	118202
666	52034
667	132431
668	63828
669	66791
670	115439
671	115775
672	134431
673	131161
674	42294
675	130777
676	42841
677	113212
678	53073
679	43994
680	129206
681	101406
682	52600
683	61658
684	138597
685	92597
686	111860
687	83965
688	107973
689	53613
690	70025
691	137531
692	51859
693	52985
694	63353
695	132280
696	135038
697	28826
698	87901
699	33966
700	139722
701	91884
702	78406
703	73259
704	93428
705	52463
706	86360
707	45214
708	119232
709	37071
710	112374
711	130926
712	61824
713	144911
714	139294
715	28944
716	28190
717	98420
718	83131
719	99946
720	112509
721	91249
722	90716
723	73141
724	115275
725	81837
726	104616
727	112651
728	68323
729	59404
730	138292
731	41756
732	119818
733	143412
734	105763
735	90110
736	79737
737	114824
738	70155
739	49148
740	102134
741	138592
742	129839
743	37382
744	92510
745	120920
746	121406
747	78352
748	59683
749	45706
750	115476
751	41329
752	32537
753	73939
754	56951
755	127924
756	87450
757	53342
758	47550
759	130436
760	147938
761	108536
762	49679
763	88515
764	147087
765	103898
766	119571
767	86358
768	78918
769	43331
770	115091
771	115813
772	125236
773	26802
774	118678
775	66919
776	71758
777	36168
778	91922
779	60892
780	101125
781	92764
782	121214
783	145188
784	113738
785	119208
786	130718
787	35438
788	109645
789	45177
790	82653
791	147833
792	122605
793	71042
794	33862
795	123787
796	85260
797	53260
798	140225
799	113786
800	133420
801	56553
802	56611
803	101635
804	31552
805	31980
806	97347
807	105153
808	85552
809	36690
810	134851
